Name,Birthdate,Document_Type,Document_Number,Program_Id
Julie Bean,1990-11-27,CC,12085907,1
Nathaniel Koch,1975-12-26,CC,40869429,1
Brittany Hebert,1972-03-27,CC,26252460,1
Stephen Perez,1999-06-04,CC,73831979,1
Sandra Jones,2000-08-04,CC,64272033,1
Brandon Spencer,1986-08-09,CC,90065490,1
Jason Parrish,1970-02-04,CC,10452359,1
Sean Diaz,1991-12-05,CC,62885812,1
Bradley Santiago,1972-11-16,CC,15925504,1
Karen Martin,2007-01-15,CC,35181221,1
Laura Norman,1965-10-31,CC,46387625,1
Glenn Anderson,2007-08-01,CC,84414752,1
Casey Powell,2006-03-24,CC,30060052,1
Jill Dodson,1999-02-04,CC,96097579,1
Joshua Velasquez,1988-12-23,CC,88855664,1
Sean Woods,1989-03-23,CC,38468461,1
Emily Medina,2009-04-24,CC,73112401,1
Randall Ortiz,2001-12-08,CC,77668774,1
Derek Weaver,1965-10-16,CC,57054820,1
Henry Nicholson,2004-03-25,CC,67788574,1
David Pitts,1990-04-25,CC,68598942,1
Anna Garner,1994-04-04,CC,99860992,1
David Smith,1987-04-19,CC,48672573,1
Ms. Rachel Garcia,2006-11-19,CC,55066723,1
Gina Smith,1982-08-28,CC,10752847,1
Timothy Decker,1966-05-12,CC,90739344,1
David Brown,1965-06-01,CC,19580457,1
Craig Burns,2003-05-01,CC,99968412,1
Linda Miller,1965-08-14,CC,20618559,1
Jorge Mullen,1992-06-25,CC,82369738,1
Brenda Freeman,1994-12-23,CC,17140375,1
Philip Rogers,1972-07-05,CC,33276018,1
Patricia Reilly,1997-04-30,CC,26231174,1
Bradley Sanchez DDS,1975-07-26,CC,92573894,1
Kathleen Carroll,2006-06-16,CC,74614555,1
David Matthews,1983-03-21,CC,14604967,1
Judy Reed,1984-02-17,CC,54880817,1
Daniel Ward,1985-09-04,CC,52166528,1
Chad Fisher,1984-11-10,CC,29853447,1
Emily Moore,1977-09-16,CC,75774595,1
John Reynolds,1978-03-24,CC,34211672,1
Crystal Roman,1973-12-01,CC,55003427,1
Richard Reynolds DVM,1969-11-30,CC,48944119,1
Mrs. Cynthia Frederick,1967-07-02,CC,55499515,1
Hannah Owens,2006-11-13,CC,37025622,1
Kelly Gutierrez,2002-03-11,CC,14983299,1
Ashley Phelps,1967-08-23,CC,86236407,1
Stephanie Gay,1995-06-23,CC,25495716,1
Michael Stone,1984-05-03,CC,35952705,1
Rachel Graham,1978-10-29,CC,87402678,1
Michele Smith,1990-05-01,CC,20341105,1
Mrs. Dana Hayes,1998-06-02,CC,34451338,1
Isaiah Sullivan,1989-04-08,CC,75864889,1
David Jennings,1975-10-24,CC,25847941,1
Robin Gardner,2005-07-15,CC,15795188,1
Steven King,1971-02-09,CC,14752917,1
Robert Williams,1970-09-25,CC,15740503,1
Robert Hubbard,1975-09-03,CC,54976978,1
William Palmer,1988-01-03,CC,98028135,1
Robert Brown,1967-10-24,CC,18366049,1
Jason White,1971-05-22,CC,26495271,1
Robert Ibarra,1985-04-08,CC,22508004,1
Michelle Clark DDS,2000-11-22,CC,32265760,1
Charlene Johnson,1980-07-20,CC,75057036,1
Kyle Graham,1971-08-03,CC,83726228,1
Michael Gilmore,2003-08-24,CC,93796176,1
Micheal Holt,1983-05-24,CC,26564454,1
Kyle Garcia Jr.,1971-03-10,CC,88204458,1
James Fisher,1971-05-13,CC,12068161,1
Kristen Mitchell,2002-10-13,CC,72749585,1
Debbie Harrington,1973-06-30,CC,45891291,1
Melissa Evans,1977-08-10,CC,38752305,1
Zachary Golden,2007-08-12,CC,77627968,1
Caitlin Lopez,1991-01-27,CC,88567532,1
Michael Thomas,1975-10-01,CC,78071239,1
David Moore DDS,1973-12-18,CC,36164882,1
Jason Guerrero,1972-09-10,CC,37471767,1
Dr. Laura Lee,1982-05-24,CC,86755534,1
Laura Palmer MD,2006-08-15,CC,47579027,1
Karen Robertson,2002-11-15,CC,51543369,1
Joanna Nguyen DVM,1966-02-12,CC,88948224,1
Timothy Daniel III,1976-02-14,CC,28105375,1
Lynn Lambert,1983-12-27,CC,20958371,1
Debra Kaufman,1985-07-21,CC,85328694,1
Kelly Collier,1964-08-18,CC,40700288,1
John Wilson,1972-02-16,CC,16859332,1
Jorge King,1994-02-23,CC,74689390,1
Stacy Olsen,1976-06-06,CC,39457503,1
Christopher Carey,2005-04-15,CC,97121526,1
James Olsen,1984-09-28,CC,97017968,1
Pamela Valencia,1978-09-09,CC,27175333,1
Debra Martinez,1972-04-13,CC,36393297,1
Mr. Richard Chan,2006-10-16,CC,60436580,1
Laura Hall,1966-04-01,CC,92967345,1
Nicole Baker,1976-10-04,CC,24587597,1
Erin Hebert,1982-05-04,CC,51008005,1
John Bennett,2002-02-12,CC,19256451,1
Amy Waters,1981-03-03,CC,55235294,1
Troy Burns,1981-07-26,CC,26436881,1
Edward Vargas MD,1992-07-21,CC,82322499,1
Sara Williams,2002-11-11,CC,62556703,1
Melanie Briggs,1966-12-25,CC,59942164,1
Devin Kennedy,1991-11-23,CC,22219492,1
Karen Wallace,1985-03-15,CC,27750892,1
Bethany Sosa,2002-01-13,CC,10933418,1
Jennifer Smith,2007-04-20,CC,86765094,1
Alan Bautista,1971-09-19,CC,33620184,1
Cynthia Williams,1990-11-27,CC,48985441,1
Mark Quinn,1965-11-06,CC,86002764,1
Gerald Mcdowell,1984-09-08,CC,85442896,1
Kim Nelson,2000-09-13,CC,81795305,1
Donna Cervantes,2005-09-23,CC,18341136,1
Gary Johnson,1984-04-09,CC,66668774,1
Michael Pittman,1974-05-18,CC,88233673,1
Adam Perez,1964-08-11,CC,80331929,1
Mark Underwood,1974-06-13,CC,64088805,1
Sarah Contreras,1980-06-03,CC,42499318,1
Mark Thompson,1981-10-10,CC,22825482,1
Patricia Mcgee,2003-08-12,CC,97819250,1
Justin Andrews,1974-09-14,CC,67826753,1
Louis Alvarez,1995-07-18,CC,14378439,1
Michael Gonzales,1975-07-09,CC,25439935,1
Kristine Waters,1989-06-14,CC,13298467,1
Ryan Fox,1987-04-20,CC,13129634,1
Michael Weber,1987-07-06,CC,28949091,1
Kirk Hurley,1996-04-21,CC,63496793,1
Tiffany Owens,1990-05-29,CC,78171138,1
Nicholas Valencia,1983-05-23,CC,77794733,1
Alex Lindsey,1983-07-09,CC,85697434,1
Mary Small,1967-04-05,CC,15481784,1
Anne Jensen,1975-12-13,CC,92228187,1
Susan Kidd,1983-01-28,CC,80484236,1
Ryan Williams,2007-03-21,CC,23607811,1
Barbara Brock,1999-09-15,CC,79942111,1
Roberto Mendez,1984-03-13,CC,20173327,1
Monica Zavala,2001-06-05,CC,52002979,1
Amanda King,1991-12-16,CC,58700009,1
Nathan Salazar,2000-06-02,CC,51096330,1
Kelly Cox,1964-07-23,CC,78516004,1
Joseph Torres,1995-07-27,CC,60312209,1
Todd Tyler DDS,1971-03-13,CC,13682808,1
Stephen Jackson,1982-09-15,CC,97033698,1
James Silva,1967-07-31,CC,18656140,1
Jennifer Miller,1971-04-22,CC,38007167,1
Matthew Berry,1970-10-24,CC,50090050,1
John Thomas,1987-03-15,CC,98186318,1
Amanda Smith,1972-11-05,CC,17602323,1
Kevin Jackson,1967-02-08,CC,53214515,1
Maria Sanchez,1986-06-04,CC,85514454,1
Robert Butler,1975-06-17,CC,11488268,1
John Turner,1981-12-23,CC,40366561,1
Maxwell Willis,1984-08-10,CC,46482845,1
Marisa Garrison,2007-06-13,CC,32587982,1
Alex Wilson,1989-01-02,CC,17855493,1
Emily Anthony,1969-07-19,CC,81145766,1
Angela Huerta,1995-09-07,CC,29727984,1
Earl Hawkins,2000-02-06,CC,46182899,1
Jordan Reese,1981-07-29,CC,36856214,1
Amanda Murillo,1967-03-01,CC,70053699,1
Gregory Phillips,2007-11-17,CC,81743453,1
Anna Shea,1978-06-18,CC,43315766,1
Gina Vasquez,1974-02-13,CC,57526421,1
Christine Johnson,1987-03-25,CC,87166283,1
Brian Thomas,2003-02-08,CC,90890150,1
Brandon Gibson,1980-12-29,CC,20777195,1
Cynthia Alvarado,1970-09-11,CC,63848147,1
Christine Perkins,1979-06-26,CC,96460506,1
Scott Allen,2008-01-25,CC,15339964,1
Annette Olsen,1968-08-08,CC,82785385,1
Patricia Allen,1973-07-11,CC,27566742,1
Scott Cannon,1977-09-27,CC,60540779,1
Nicholas Phillips,1968-08-14,CC,49939842,1
Nathan Kim,1988-04-15,CC,52631427,1
Samuel Green,1970-05-20,CC,62969111,1
Sherry Aguilar,1984-03-07,CC,51734991,1
Rebecca Dixon,2008-05-16,CC,88218360,1
Nancy Bright,1987-06-28,CC,88974719,1
Ronald Reyes,1988-04-25,CC,37328983,1
Tyler Stephens,1987-02-18,CC,53211396,1
Emily Rodriguez,1995-07-18,CC,67705667,1
Katrina Rivera,2001-04-28,CC,86736606,1
Joshua Galloway,1982-08-17,CC,90019330,1
Michael Jones,2006-12-24,CC,85018783,1
Craig Garcia,2003-09-21,CC,88803740,1
Ernest Mills,1993-09-17,CC,50608070,1
Jason Santos,1973-09-04,CC,49910717,1
Richard Turner,1994-06-21,CC,64791577,1
Patricia Shaw,1968-12-07,CC,91753560,1
Francisco Hart,1995-02-02,CC,47497544,1
David Hester,1973-07-03,CC,34656578,1
Danielle Davis,2008-01-10,CC,73322606,1
Joseph Mitchell,1981-07-02,CC,66511474,1
Christopher Jackson,1983-08-31,CC,78270553,1
Rebecca Anderson,1974-11-16,CC,12653330,1
Heather Reid,2003-10-01,CC,74798109,1
Michael Vincent,1995-08-27,CC,98829482,1
Kevin Cannon,1983-03-29,CC,91942954,1
David Hanson,1973-11-05,CC,15102415,1
James Powers,1974-09-25,CC,43045473,1
Philip Cortez,1998-04-12,CC,12109066,1
Mark Morris,1979-09-12,CC,66109992,1
Mallory Nelson,1978-08-01,CC,84782085,1
Dale Carpenter,1989-10-07,CC,79144150,1
Monica Ward,1978-08-13,CC,47013220,1
Donna Ellis,1966-11-17,CC,84522085,1
Paul Payne,1971-11-19,CC,43114535,1
Kevin Brown,1982-11-10,CC,79870118,1
Kyle Johnson,2002-12-04,CC,32002284,1
James Green,1966-11-30,CC,15910536,1
Allison Garcia,1994-09-25,CC,41102377,1
Michael Wilson,1995-01-05,CC,94627031,1
Patricia Leon,1974-02-06,CC,46725687,1
Crystal Gardner,1992-06-04,CC,81524328,1
Christopher Blair,1981-05-27,CC,48872329,1
Matthew Todd,1966-12-03,CC,34699777,1
Michelle Green,1964-12-25,CC,52651872,1
Ashley Hunter,1977-01-18,CC,76039393,1
Sergio Fields,1969-08-09,CC,60806181,1
Lori Mcmillan,1984-08-06,CC,72990489,1
Kelly Edwards,1984-02-20,CC,89956636,1
Michael Shea,1986-11-13,CC,65379427,1
Steven Dunn,1966-10-25,CC,93831066,1
David Mullins,1969-08-05,CC,71705292,1
David Douglas,2003-05-08,CC,79236670,1
Margaret Banks,1983-02-27,CC,83419134,1
Gabrielle Gutierrez,1964-10-24,CC,89061458,1
Christine Carter,1991-06-28,CC,24257821,1
Sabrina Hill,2006-01-11,CC,91176407,1
Megan Bennett,2006-02-05,CC,42466894,1
Rebecca Frey,1995-09-26,CC,94607497,1
Sandra Rivas,1997-07-13,CC,24365431,1
Tristan Smith,1964-10-31,CC,75882472,1
Nathan Williams,1985-04-06,CC,67465693,1
Nicholas Garcia,2004-03-17,CC,21818596,1
Jamie Howell,1983-06-25,CC,48075174,1
David Johnson,1981-12-04,CC,68282638,1
Amanda Brown,1982-01-17,CC,56410075,1
Robin Bryan,1990-08-10,CC,23890801,1
Jeffrey Johnson,1993-11-24,CC,55345346,1
Scott Nelson,2007-02-11,CC,10840590,1
Valerie Adams,1991-01-04,CC,36926844,1
Amy Gibson,1991-11-23,CC,75929661,1
Rachel Ellis,1977-07-20,CC,98883181,1
Emily White,2008-06-16,CC,95532749,1
Angelica Trevino,1983-08-10,CC,25407378,1
Sean Wilson,1979-07-17,CC,33564090,1
Sara Meadows,1981-12-01,CC,75777936,1
Crystal Wallace,1984-07-26,CC,82582553,1
Christopher Martinez,1982-01-05,CC,25721837,1
Ryan Roth,2006-02-05,CC,76617787,1
Megan Bowers,1983-12-03,CC,49776077,1
Michelle Reed,1992-08-06,CC,73560651,1
Johnny Horton,2009-03-23,CC,32519817,1
Cynthia Gallagher,1967-01-03,CC,27538708,1
Betty Meyer,1984-12-23,CC,86263098,1
Debbie Rivera,2009-02-27,CC,66583278,1
Tammy Zuniga,1999-07-30,CC,82696485,1
Diane Garcia,2000-09-05,CC,69121014,1
James Bradford,2009-01-28,CC,52636322,1
Lori Price,1977-12-15,CC,93009521,1
Gabriel Jackson,1978-11-13,CC,29418252,1
Angel Montoya,1966-04-14,CC,31753022,1
Teresa Thompson,2008-12-20,CC,55488421,1
William House,1977-11-09,CC,69111233,1
Dr. Elizabeth Ewing,1981-02-16,CC,27446810,1
Brittney Sullivan,1984-05-27,CC,82807656,1
James Mitchell,2008-04-10,CC,97194820,1
Dawn Mills,1996-03-04,CC,51540387,1
Christine Graham,2005-08-28,CC,88815324,1
April Curtis,1979-07-31,CC,75322083,1
Beverly Lewis,2007-11-04,CC,46611174,1
Taylor Bruce DDS,1992-09-09,CC,33074545,1
Kathy Montoya,1967-09-23,CC,71883619,1
Janet Rice,1977-08-10,CC,26174829,1
Matthew Cook,1980-09-17,CC,41989728,1
Jesse Gilmore,1994-01-20,CC,96411631,1
Heather Hill,1990-07-20,CC,81829310,1
Tasha Sanchez,1978-03-29,CC,66336766,1
Gregory Choi,2002-10-08,CC,59293905,1
Rhonda Hernandez,1993-03-26,CC,20991127,1
Scott Jackson,1990-04-25,CC,35552910,1
Savannah Contreras,1972-02-15,CC,85374665,1
Jonathan Butler,2007-01-21,CC,45643058,1
Lori Snow,2008-08-14,CC,11230763,1
Mary Mitchell DVM,1977-12-22,CC,41311456,1
James Wilkerson,2004-09-24,CC,29490401,1
Ryan Wilson,1993-05-20,CC,91997693,1
Ryan Cunningham,2006-12-17,CC,72933343,1
Judy Mayer,1996-09-28,CC,14818102,1
Maria Russell,1970-02-10,CC,49566302,1
Lindsey Burton,1985-10-12,CC,60951467,1
Billy Newman MD,1991-12-19,CC,46222527,1
Laura Chase,1978-08-07,CC,28204457,1
Brooke Garcia,1989-09-13,CC,69375831,1
Rachel Flores,2000-02-29,CC,37030367,1
Mr. Jonathan Robinson,2006-11-06,CC,95886013,1
Amy Herrera,1967-10-01,CC,26760760,1
Anne Gill,1968-08-03,CC,39842527,1
Angela Rocha,1981-08-20,CC,45829887,1
Patrick Bautista,1977-07-06,CC,30374996,1
Nathaniel Robbins,1997-06-15,CC,72991021,1
Jeffrey Johns,2007-06-26,CC,86669851,1
Stephanie Schneider,1997-08-03,CC,24618499,1
Lisa Dunn,1965-03-11,CC,32332235,1
Christopher Ruiz,1981-03-27,CC,75214752,1
Jessica Rodriguez,1992-12-30,CC,64892016,1
Derek Higgins,1989-08-14,CC,71319996,1
Kyle Charles,1966-02-05,CC,90748960,1
Mark Parrish,2004-08-23,CC,61458020,1
Stephanie Gamble,1982-09-06,CC,26825702,1
Robert Phillips,2000-01-30,CC,16337771,1
William Christian,1967-03-04,CC,94394506,1
Madeline Allen,1988-07-16,CC,72483349,1
Carrie White,1973-07-31,CC,94561299,1
Douglas Lowe IV,2003-08-31,CC,74321032,1
Dr. Roy Reynolds,1967-07-05,CC,33799064,1
Mark Ibarra,2005-01-31,CC,41616117,1
Lisa Wong,1999-10-30,CC,98471239,1
Michael Bennett,1968-12-06,CC,50991668,1
Jonathan Mcgee,2004-02-26,CC,69690233,1
Darius White,1997-06-20,CC,31594724,1
Lisa Carter,1965-05-20,CC,52426936,1
Daniel Wilkinson,1991-11-16,CC,68993592,1
Sarah Green,1985-04-06,CC,69436363,1
Angela Clark,1976-12-11,CC,96095483,1
Kathryn Aguirre,1998-10-12,CC,37105768,1
Robert Jones,1996-08-09,CC,80398040,1
Debra Barton,1978-08-03,CC,55846261,1
Lisa Lawson,2002-09-22,CC,94019970,1
Brian English,1968-06-14,CC,42963321,1
Greg James,1972-05-08,CC,36877772,1
Shelby Wiley,2005-04-12,CC,87554340,1
Carmen Ross,1982-01-25,CC,96624440,1
Robert Garcia,1994-11-17,CC,52550505,1
David Hunter,1976-02-14,CC,87945625,1
David Olson,1990-04-04,CC,33695728,1
Beverly Rodriguez,1978-03-08,CC,40025669,1
Robert Ross,1982-11-01,CC,25274716,1
Mark Herring,1990-08-11,CC,87412621,1
Joshua Callahan,1992-11-16,CC,95736871,1
Isaac Anderson,1975-06-03,CC,53390470,1
Shelley Tucker,1985-06-06,CC,63817251,1
James Flores,1971-02-20,CC,52432452,1
Melanie Jordan,2002-02-18,CC,87429372,1
Caleb Smith,1991-01-12,CC,29803987,1
Patrick Davis,1967-05-06,CC,91253438,1
Christina Walker,1965-01-12,CC,59346177,1
Theresa Macias,1988-10-19,CC,32513254,1
Donna Lara,2002-10-19,CC,30413900,1
Brandon Brown,1993-09-18,CC,18754689,1
Stephen Mitchell,2004-05-10,CC,56747091,1
Patrick Wallace,1968-01-02,CC,88399859,1
Kristen Cabrera,1989-09-22,CC,35381871,1
Tina Cook,1977-03-09,CC,40054233,1
Kenneth Jackson,1985-05-03,CC,35665215,1
Andrea Johnson,1999-07-31,CC,16062579,1
Jessica Turner,2002-03-25,CC,33626968,1
Jasmine Brewer,1984-03-02,CC,15259676,1
Ryan Morgan,1990-01-10,CC,87599913,1
Mr. Jason Garcia,1997-09-15,CC,24081860,1
Joseph Lambert,1982-03-21,CC,95077014,1
Regina Erickson,1984-11-24,CC,98679403,1
Brittany Small,1971-05-21,CC,35962141,1
Hannah Parker,1971-02-10,CC,94815263,1
Mark Wilkinson,1990-04-04,CC,22509675,1
Jessica Wagner,1997-12-08,CC,36123945,1
Cynthia Alvarez,2000-06-05,CC,94025140,1
Gary Davis,1972-05-26,CC,75150855,1
Lawrence Martin,1977-08-20,CC,39162432,1
Sheri Miranda,1971-10-20,CC,92074518,1
Joshua Walsh,1967-11-07,CC,78818976,1
Andrew Cohen,1994-06-18,CC,98620032,1
Richard Hughes,1971-06-09,CC,14154945,1
Kenneth Lewis,2004-05-03,CC,54300590,1
Kayla Jones,1998-04-11,CC,49232277,1
Jamie Conner,1991-09-11,CC,20386899,1
Brenda Rodgers,1967-03-24,CC,79867924,1
Adam Cortez,1970-02-06,CC,81614703,1
Kristina Nguyen,1999-02-15,CC,51736997,1
Katie Torres,1975-04-25,CC,58230426,1
Bianca Crawford,2007-01-11,CC,32449652,1
Jeremy Harmon,2006-01-10,CC,87152307,1
Matthew Ramirez,1987-08-10,CC,64592355,1
Sean Bowen,1969-06-30,CC,81041261,1
John Curry,1989-07-13,CC,70766836,1
Marissa Garcia,1966-10-29,CC,19552596,1
Bianca Merritt,2002-11-12,CC,10255822,1
Heather Estrada,1993-08-19,CC,47803589,1
Ruben Ellis,1970-06-07,CC,57873305,1
Erik Howell,1988-10-14,CC,36844878,1
Pamela Stewart DDS,2008-08-23,CC,84469386,1
Clarence Smith,1981-06-09,CC,75216167,1
Kimberly Morales,2006-09-07,CC,90748172,1
Amy Palmer,1981-10-20,CC,76658027,1
Paul Mason,1971-09-02,CC,22579986,1
Matthew Fischer,1967-07-16,CC,47744858,1
Logan Scott,1987-07-08,CC,32903994,1
Donald Barrett,2008-03-11,CC,69639107,1
Jesus Lee,1973-10-19,CC,93319643,1
Christina Wood,1981-09-15,CC,47256669,1
Lauren Johnson DDS,1994-05-22,CC,60016127,1
Brittany Rodriguez,1966-01-26,CC,87258278,1
Edgar Valenzuela,1974-12-06,CC,12097299,1
Michael Burton,1994-06-27,CC,31386604,1
Adrian Ortiz,1980-05-01,CC,28896005,1
Elizabeth Hernandez,1968-03-16,CC,70692694,1
Crystal Mcguire,1999-06-03,CC,76326327,1
Rebecca Pitts,1975-11-29,CC,71824369,1
Rachel Obrien,1973-02-16,CC,30234961,1
Mary Rodriguez,1996-01-18,CC,38916008,1
Emily Castro,1976-10-04,CC,19194936,1
Jason Ball,1968-12-25,CC,79929226,1
Elizabeth Phillips,1968-10-20,CC,34944411,1
Kimberly Wright,1984-09-05,CC,16631154,1
Cameron Wells,1978-01-01,CC,29483119,1
Brittany Michael,1969-07-21,CC,92183985,1
Monique Solis,2003-05-23,CC,12084093,1
Frances Rodriguez,2006-03-15,CC,99167940,1
Daniel Kim,1995-06-03,CC,80349329,1
Ellen Mccormick,1973-10-19,CC,83540068,1
Johnny Bailey,2003-08-28,CC,57999977,1
Bethany Reed,1971-11-07,CC,43969517,1
Donald Edwards,1972-01-11,CC,56086886,1
Stephanie Jones,1995-08-14,CC,58271364,1
Elizabeth Martinez,2002-04-22,CC,19819450,1
Michelle Butler,1972-11-22,CC,42205274,1
Christine Sullivan,2005-06-05,CC,64680478,1
Zachary Massey,1965-05-26,CC,77302602,1
Jimmy Mccarthy,1965-05-11,CC,76241428,1
Melissa Lee,2001-02-13,CC,75952883,1
Melissa Snyder,2002-08-18,CC,44028160,1
Mary Brown,2003-11-07,CC,28644912,1
Robert York,1985-06-07,CC,40931032,1
Leslie Baxter,2004-06-22,CC,52646302,1
David Boone,2006-07-28,CC,85284096,1
Jennifer Wright,2001-09-12,CC,23410048,1
Nicole Morales,1978-08-31,CC,28608194,1
Angela Diaz,1998-10-27,CC,16327769,1
Amanda Santos,2009-01-13,CC,86718848,1
Mary Wolf,1973-09-15,CC,64437486,1
Barry Lamb,1977-12-17,CC,49881597,1
Matthew Fischer,1976-01-14,CC,25963253,1
Christina Johnson,1986-07-19,CC,74607594,1
John Long,2006-05-25,CC,67629792,1
Andrew Holloway,1999-10-02,CC,16946161,1
Laura Martinez,2009-01-30,CC,86811093,1
Amy Obrien,1985-11-10,CC,14045119,1
David Andrews,1985-08-07,CC,96447247,1
Larry Conrad,1965-12-29,CC,60333494,1
Jennifer Hensley,2001-03-04,CC,39588988,1
Leslie Doyle,1974-06-06,CC,72835578,1
Chase Moore,1998-09-26,CC,45177812,1
Colleen Nelson,1985-11-20,CC,33708962,1
John Burton,2000-09-22,CC,19216507,1
Robert Leach,1998-04-17,CC,46509563,1
Donald Ellis,1974-08-17,CC,65831711,1
Kathryn Young,2001-11-23,CC,53187505,1
Thomas Barr,1965-02-04,CC,88307541,1
Terri Sanchez DDS,1994-12-25,CC,32619862,1
Lauren Cordova,2002-02-28,CC,97291560,1
Karen Carrillo,1968-01-14,CC,16771825,1
Ashley Davis,2006-01-25,CC,91635116,1
Mr. John Simon,1972-04-11,CC,53336157,1
Timothy Wilkinson,1994-05-10,CC,15264102,1
Jordan Davis,2009-06-11,CC,99401903,1
Jackie Mcconnell,1997-03-29,CC,66528259,1
Michelle Mejia,1964-11-15,CC,59294042,1
Julie Lewis,1972-08-28,CC,12140359,1
Kayla Wood MD,1996-12-21,CC,91393646,1
William Campbell,2001-08-14,CC,14829101,1
Justin Parrish,1986-11-02,CC,59655315,1
David Meyer,1983-07-08,CC,83795011,1
Stacey Nash,1979-11-06,CC,92341842,1
Joseph Reed,2004-09-19,CC,73361138,1
Andrea Love,2003-09-07,CC,17454703,1
Evan Johnson,1973-02-02,CC,80423775,1
Preston King,1979-06-13,CC,29617507,1
Madison Savage,2004-08-10,CC,16991648,1
Jennifer Morales,1967-03-07,CC,66410001,1
Geoffrey Robinson,1971-11-27,CC,17205502,1
Douglas Andrews,1992-08-07,CC,16605116,1
Brittany Holmes,1987-09-05,CC,69781675,1
Kristy Middleton,1972-07-28,CC,48597473,1
Joshua Riggs,1999-02-22,CC,52490092,1
Terry Johnson,1966-03-04,CC,19736951,1
Martin Blake,1969-10-29,CC,77949645,1
Elizabeth Dixon,1966-04-07,CC,88335638,1
Jennifer Baxter,1995-06-20,CC,16032996,1
Misty Wheeler,1980-11-27,CC,30386678,1
Samantha Gutierrez,2007-01-17,CC,92353658,1
Javier Rogers DDS,1968-10-10,CC,58200773,1
Kendra Daniels,1995-07-18,CC,35590578,1
Melinda Dennis,1997-02-19,CC,28455745,1
Paige Duarte,1990-04-01,CC,61585168,1
Courtney Pruitt,1984-04-30,CC,21862678,1
Melissa Kelly,1968-05-18,CC,75342057,1
Eric Meyer,1984-12-26,CC,48279718,1
Diana Simon,2000-04-04,CC,48684353,1
Victoria King,1983-09-04,CC,20273306,1
William Horton,2004-07-08,CC,62737542,1
Amanda Clark,2002-07-07,CC,84641332,1
Carlos Stein,1984-03-03,CC,55806870,1
Jason Clements,1974-02-12,CC,11703553,1
Christopher Wood,1967-01-07,CC,39294946,1
Christopher Price,2001-09-28,CC,15491191,1
Stephanie Reid,1976-11-11,CC,63398753,1
Gabriel Dixon,1968-08-10,CC,32796918,1
James Brooks,1992-02-13,CC,18457012,1
Devin Le,1987-01-04,CC,77246385,1
Mr. Brian Potter,1999-06-10,CC,72991296,1
Lindsay Berry,1975-12-15,CC,49948540,1
Hannah Gonzalez,1971-12-11,CC,73030717,1
Eric Lewis,1967-03-11,CC,69463385,1
Julie Lee,1976-02-11,CC,97911294,1
Renee Bautista,1990-06-26,CC,69929022,1
Joseph Reese,1995-07-15,CC,42631110,1
Michelle Torres,1997-07-10,CC,18696148,1
Teresa Henderson,1994-12-08,CC,22772294,1
Melissa Stewart,1993-08-22,CC,55024841,1
Melanie Lynn,1997-11-15,CC,60920109,1
Jimmy Yates,2006-12-09,CC,13370276,1
Linda Carlson,1982-10-30,CC,85249549,1
Christopher Ortega,2006-09-14,CC,22719263,1
Jacqueline Cardenas,1977-08-24,CC,43900105,1
Thomas Ramirez,1984-03-04,CC,98933031,1
Chelsea Nixon,1968-07-15,CC,68416599,1
Robin Warner,1995-12-04,CC,11465593,1
Seth Scott,1969-04-18,CC,10925353,1
Kimberly Martin,1995-12-26,CC,74063043,1
James Cooper MD,2005-10-03,CC,51805211,1
Dawn Forbes,1994-02-16,CC,67992831,1
Jennifer Nichols,1976-03-28,CC,49495136,1
Gina Garza,2008-04-14,CC,58200756,1
Craig Chapman,1967-06-09,CC,24917314,1
Angela Williams,1988-06-25,CC,91930060,1
Amanda Ramirez,1996-02-17,CC,65919461,1
Victoria Pratt,1981-01-02,CC,68331653,1
Mrs. Teresa Obrien,1994-10-13,CC,67391476,1
Theresa Morris,2009-04-06,CC,55395029,1
Angela Stark,1997-11-29,CC,22023062,1
Mark Nguyen,1973-02-10,CC,46271361,1
Patrick Rivera,1975-02-01,CC,53038118,1
Nancy Owens,2006-05-24,CC,36105636,1
Kiara Aguilar,1981-09-25,CC,60891373,1
Jennifer Brown,1967-04-03,CC,33231132,1
Natalie Miller,1972-05-24,CC,36193715,1
Noah Jones,1971-04-08,CC,16241374,1
Harry Herring,1984-08-04,CC,46739156,1
Samuel Monroe,1983-12-01,CC,68420550,1
Christopher Pearson,2007-01-28,CC,80271280,1
Jared Willis,1978-12-31,CC,47249503,1
William Turner,2004-02-24,CC,42997917,1
Kristie Brown DVM,1977-07-27,CC,96725003,1
Mark Campos,2003-12-26,CC,84376046,1
Zachary Lara,1999-09-28,CC,11075618,1
Jessica Clarke,1993-02-15,CC,29851967,1
Tiffany Huerta,1971-01-27,CC,50077269,1
Mary Larson,2003-12-20,CC,82223612,1
Tiffany Pena,1965-12-18,CC,64288946,1
Leslie Clay,1988-05-15,CC,28309752,1
Steven Brewer,2008-02-29,CC,65269999,1
Aaron Ward,2000-06-25,CC,20446813,1
Angela Byrd,1965-02-15,CC,49158087,1
Peter Peterson,1969-08-31,CC,27728768,1
Justin Pratt,1995-08-11,CC,75522583,1
Natalie Sims,2005-12-18,CC,16458947,1
Benjamin Hays,1966-10-21,CC,75169978,1
Ryan Rose,1987-02-07,CC,75024029,1
Mrs. Amy Riddle MD,1989-07-01,CC,22153152,1
James Howard,1971-07-03,CC,91969809,1
Matthew Ramirez,1980-10-13,CC,51692161,1
Sherri Burton,1977-06-13,CC,49161399,1
